transaction_id,customer_id,amount,merchant_category,transaction_hour,country,num_transactions_today,account_age_days,is_new_device,is_fraud
221,1053,322.64,grocery,19,IN,4,444,0,0
222,1086,771.99,electronics,19,IN,18,891,0,0
223,1128,366.25,electronics,17,US,11,1791,0,0
224,1146,403.47,electronics,13,IN,14,411,0,0
225,1125,104.84,online,17,US,18,2679,0,0
226,1129,160.47,gas,13,US,16,2145,0,0
227,1052,58.58,gas,19,UK,3,2641,1,0
228,1171,43.66,travel,20,IN,15,1575,0,0
229,1159,140.84,electronics,23,IN,4,318,0,0
230,1197,180.8,online,14,US,5,2963,0,0
231,1159,82.88,online,21,US,17,352,0,0
232,1067,168.54,gas,3,US,7,445,1,0
233,1182,436.89,electronics,12,IN,16,186,0,0
234,1183,162.71,travel,22,IN,14,148,0,0
235,1122,255.17,electronics,7,UK,16,203,1,0
236,1144,327.27,grocery,17,US,7,1194,0,0
237,1037,897.1,electronics,11,NG,9,952,0,1
238,1023,184.86,grocery,22,US,4,534,0,0
239,1068,328.86,grocery,13,IN,11,1634,0,0
240,1115,657.48,travel,1,US,2,2972,0,0
241,1097,577.95,gas,17,UK,12,2267,0,0
242,1197,30.42,electronics,23,IN,12,750,1,0
243,1138,104.31,grocery,1,US,4,871,0,0
244,1143,78.31,electronics,10,IN,18,963,0,0
245,1096,18.19,gas,8,IN,7,1312,0,0
246,1123,200.61,gas,11,US,1,1284,1,0
247,1186,266.29,online,16,IN,13,1753,1,0
248,1069,376.94,gas,14,IN,6,2890,0,0
249,1092,26.2,travel,16,IN,6,2197,0,0
250,1002,418.21,grocery,17,IN,12,801,0,0
251,1147,205.96,online,21,IN,8,555,0,0
252,1186,243.44,travel,5,IN,19,1854,0,0
253,1163,482.98,electronics,16,NG,5,1026,0,0
254,1146,196.04,grocery,22,IN,18,1937,0,0
255,1089,81.85,gas,23,IN,5,1563,1,0
256,1194,348.72,grocery,17,IN,10,66,0,0
257,1146,90.22,electronics,7,US,1,2169,1,0
258,1147,6.97,online,8,IN,10,14,0,0
259,1095,355.16,online,5,UK,5,1447,0,0
260,1198,84.68,online,4,US,12,1372,0,0
261,1051,297.3,gas,11,US,7,1830,0,0
262,1160,90.12,travel,10,IN,9,1292,0,0
263,1167,394.75,travel,0,US,12,2147,0,0
264,1127,49.57,grocery,10,IN,1,2673,0,0
265,1038,734.19,gas,18,NG,11,2948,0,0
266,1081,302.61,online,8,US,15,2755,0,0
267,1103,24.26,online,1,IN,2,1283,0,0
268,1128,166.84,electronics,11,IN,7,2955,0,0
269,1010,844.9,electronics,3,IN,12,1141,0,1
270,1184,127.38,online,3,US,18,677,1,1
271,1177,40.2,online,17,IN,3,2651,0,0
272,1150,132.63,gas,14,IN,7,2646,0,0
273,1158,143.68,travel,18,IN,11,2542,0,0
274,1041,270.72,electronics,12,US,18,1291,0,0
275,1098,240.03,travel,18,UK,12,2696,1,0
276,1006,103.02,gas,16,US,6,1006,0,0
277,1143,49.19,online,5,US,5,1936,0,0
278,1089,207.16,travel,15,IN,1,291,0,0
279,1111,109.53,online,23,IN,12,1237,0,0
280,1059,28.38,online,11,US,11,2073,1,0
281,1112,461.66,grocery,18,IN,4,945,0,0
282,1001,235.03,travel,4,IN,18,263,0,0
283,1128,229.89,travel,16,IN,4,1221,0,0
284,1047,345.85,online,22,IN,17,338,0,0
285,1139,150.86,gas,0,IN,2,2601,0,0
286,1196,337.54,grocery,23,UK,2,2840,0,0
287,1036,137.87,online,22,IN,12,1430,0,0
288,1159,13.91,electronics,9,IN,6,1550,1,0
289,1008,103.92,electronics,14,IN,10,2902,0,0
290,1098,137.62,grocery,22,US,16,1202,0,0
291,1146,254.74,gas,20,IN,14,1726,0,0
292,1047,22.54,online,20,UK,7,2423,1,0
293,1130,30.17,travel,10,UK,19,1211,0,0
294,1147,61.22,grocery,12,IN,17,664,0,0
295,1151,61.99,gas,4,NG,9,1395,0,1
296,1053,263.49,travel,0,RU,13,769,0,1
297,1119,57.73,electronics,23,UK,5,2696,0,0
298,1160,200.53,electronics,11,UK,5,1808,0,0
299,1151,136.35,travel,10,IN,10,1073,0,0
300,1115,170.33,grocery,16,IN,10,2981,0,0
301,1074,364.16,electronics,3,IN,7,425,0,0
302,1112,103.63,online,14,IN,15,264,1,0
303,1199,294.73,travel,8,RU,7,1176,1,1
304,1163,109.65,travel,20,IN,15,1886,0,0
305,1165,87.35,electronics,19,US,3,2767,0,0
306,1103,637.03,grocery,18,UK,19,2634,0,0
307,1083,40.76,online,18,UK,10,909,0,0
308,1111,18.94,grocery,11,RU,15,2068,1,1
309,1098,294.79,gas,4,IN,3,35,0,0
310,1152,14.14,gas,9,IN,6,430,0,0
311,1092,362.9,electronics,16,IN,12,1254,0,0
312,1145,114.96,electronics,4,IN,15,1886,0,0
313,1127,494.23,electronics,21,IN,6,2553,0,0
314,1109,255.69,gas,15,IN,13,1270,0,0
315,1081,188.53,grocery,6,US,19,2294,0,0
316,1193,596.39,grocery,8,IN,3,1018,0,0
317,1053,101.05,electronics,2,IN,8,228,0,0
318,1162,616.2,online,14,US,8,1520,1,0
319,1188,29.01,grocery,15,IN,15,1969,0,0
320,1168,132.23,gas,17,IN,4,2518,1,0
321,1160,62.92,travel,13,US,19,672,0,0
322,1067,155.24,travel,2,US,3,2692,0,0
323,1032,35.35,travel,11,US,13,999,0,0
324,1141,368.44,online,8,IN,8,198,1,0
325,1020,374.69,electronics,6,UK,16,264,1,0
326,1047,621.27,gas,8,US,13,77,0,0
327,1147,33.61,online,12,IN,3,625,1,0
328,1127,195.28,gas,17,US,16,2393,1,0
329,1135,128.58,gas,4,UK,9,2728,0,0
330,1134,84.44,electronics,12,IN,14,2878,0,0
331,1194,86.63,travel,3,IN,13,883,1,0
332,1144,106.48,electronics,1,RU,7,2357,1,1
333,1127,244.11,online,15,US,15,1635,0,0
334,1032,182.4,online,8,IN,7,366,1,0
335,1175,123.12,online,8,US,6,265,0,0
336,1186,15.79,electronics,5,IN,2,1017,0,0
337,1114,16.19,gas,10,IN,9,2410,0,0
338,1118,0.47,gas,21,IN,17,1765,0,0
339,1021,686.53,grocery,23,NG,5,2581,0,0
340,1157,1.05,online,21,NG,12,2813,0,0
341,1037,21.76,gas,0,IN,1,293,1,0
342,1108,75.55,grocery,3,IN,10,108,0,0
343,1050,329.46,gas,12,IN,11,206,0,0
344,1181,654.55,online,22,RU,16,2539,0,1
345,1007,312.14,travel,12,RU,14,887,0,0
346,1026,234.6,online,12,US,8,1878,1,0
347,1026,147.34,electronics,1,UK,17,2672,0,0
348,1020,18.14,gas,8,US,18,2675,1,0
349,1029,634.83,gas,23,IN,12,1398,0,0
350,1096,284.09,electronics,7,IN,17,2425,0,0
351,1027,203.75,electronics,6,IN,14,579,0,0
352,1110,284.62,travel,3,US,16,2647,0,0
353,1191,257.55,gas,17,US,14,1075,0,0
354,1196,202.8,gas,2,IN,9,431,0,0
355,1060,788.26,travel,5,NG,4,2893,0,0
356,1047,467.36,grocery,11,IN,11,1214,0,0
357,1146,208.07,travel,11,IN,6,554,0,0
358,1003,236.3,online,20,US,15,80,0,0
359,1034,10.59,gas,7,US,5,1233,0,0
360,1191,221.68,electronics,21,US,11,777,0,0
361,1048,9.03,online,21,IN,18,2364,1,0
362,1016,177.47,gas,0,IN,13,1716,0,0
363,1171,1468.79,travel,3,US,11,2434,0,1
364,1157,162.3,online,20,IN,14,664,1,0
365,1045,128.19,gas,10,IN,18,2735,0,0
366,1116,75.04,grocery,2,US,19,2456,0,0
367,1005,25.69,grocery,12,IN,15,1806,0,0
368,1098,262.63,electronics,16,US,9,230,0,0
369,1123,42.79,gas,21,UK,8,191,1,0
370,1036,24.5,grocery,21,IN,1,316,1,0
371,1023,109.55,travel,9,IN,4,2579,1,0
372,1092,317.28,gas,20,US,14,1429,0,0
373,1045,273.35,travel,11,US,2,1023,0,0
374,1180,11.29,travel,14,US,16,2061,0,0
375,1094,121.45,grocery,20,UK,3,2920,0,0
376,1098,147.81,gas,9,UK,8,857,0,0
377,1187,206.87,online,13,RU,6,813,0,0
378,1115,210.06,grocery,12,IN,16,224,0,0
379,1190,90.73,grocery,4,IN,16,1453,0,0
380,1159,164.5,gas,5,IN,7,110,1,0
381,1160,131.19,gas,23,IN,13,582,1,0
382,1066,432.56,travel,1,IN,13,1342,0,0
383,1127,151.12,gas,21,IN,5,667,0,0
384,1017,116.33,travel,16,NG,18,2996,0,1
385,1024,103.67,grocery,3,IN,15,1543,1,0
386,1053,169.93,electronics,13,IN,18,1666,0,0
387,1057,325.9,online,9,IN,2,235,0,0
388,1066,154.61,grocery,2,IN,10,114,0,0
389,1103,216.74,gas,2,IN,13,2007,0,0
390,1173,267.77,online,14,IN,18,781,0,0
391,1023,146.86,electronics,5,IN,15,438,0,0
392,1113,111.31,electronics,16,US,12,443,0,0
393,1031,418.57,travel,11,UK,15,1240,0,0
394,1174,108.09,online,21,UK,13,2739,0,0
395,1085,123.96,travel,19,US,18,2645,0,0
396,1150,927.98,grocery,23,IN,15,875,1,1
397,1193,0.05,online,10,UK,11,2803,0,0
398,1126,41.03,grocery,3,UK,19,2921,1,1
399,1154,96.89,travel,5,IN,3,2425,0,0
400,1129,539.39,online,0,US,7,260,0,0
401,1016,14.52,travel,19,IN,14,2916,0,0
402,1103,1.91,online,22,UK,14,865,0,0
403,1160,10.82,travel,15,RU,13,1203,0,0
404,1136,18.54,electronics,14,IN,12,570,0,0
405,1042,7.66,travel,16,UK,9,1479,0,0
406,1175,130.7,electronics,7,US,1,2351,0,0
407,1038,173.86,travel,11,RU,19,928,1,1
408,1169,63.4,online,21,IN,11,1183,1,0
409,1025,101.6,online,20,UK,19,442,0,0
410,1098,19.24,online,9,IN,18,2116,1,0
411,1049,82.01,gas,14,IN,12,978,0,0
412,1152,147.85,grocery,8,IN,1,845,0,0
413,1151,263.56,online,1,RU,19,2256,1,1
414,1012,0.67,electronics,4,UK,17,2272,0,0
415,1059,125.96,online,5,UK,5,907,0,0
416,1134,70.48,gas,6,NG,3,481,0,0
417,1056,383.22,electronics,20,IN,2,256,1,0
418,1035,251.44,gas,0,IN,3,2439,1,0
419,1172,177.89,electronics,22,IN,8,1000,0,0
420,1019,64.94,travel,6,IN,16,936,0,0
421,1064,482.34,grocery,19,IN,6,1201,0,0
422,1007,9.23,grocery,11,IN,13,2617,0,0
423,1143,23.19,gas,15,IN,16,1084,0,0
424,1141,99.39,grocery,15,IN,16,1844,0,0
425,1114,26.58,gas,10,IN,3,698,0,0
426,1142,626.61,gas,20,IN,13,2437,0,0
427,1091,319.89,gas,3,RU,14,2531,0,1
428,1097,59.95,grocery,12,US,8,2754,0,0
429,1065,177.62,gas,6,RU,12,1494,1,1
430,1031,807.18,grocery,3,IN,8,2968,0,1
431,1190,431.18,gas,14,IN,9,969,0,0
432,1085,183.66,online,18,US,1,487,0,0
433,1050,468.11,gas,8,IN,6,2983,0,0
434,1152,905.36,electronics,10,IN,19,716,0,1
435,1185,272.01,gas,7,IN,11,2911,0,0
436,1062,13.44,travel,0,IN,11,1147,0,0
437,1189,102.69,gas,22,IN,13,763,0,0
438,1124,363.82,electronics,23,IN,11,2560,0,0
439,1149,52.42,electronics,7,US,18,1669,0,0
440,1057,355.15,grocery,12,IN,15,2874,1,0
441,1057,25.64,online,21,IN,1,597,0,0
442,1085,9.62,gas,3,UK,7,1344,0,0
443,1048,96.93,grocery,7,IN,13,1502,0,0
444,1179,7.48,online,2,IN,12,1857,0,0
445,1169,630.57,gas,8,UK,18,2765,0,0
446,1069,349.98,travel,1,IN,19,216,0,0
447,1014,322.66,gas,1,IN,15,2208,0,0
448,1053,198.73,electronics,12,IN,8,2725,0,0
449,1187,48.75,electronics,14,IN,19,2585,0,0
450,1100,146.07,travel,22,IN,10,174,0,0
451,1007,181.9,grocery,11,UK,7,2974,0,0
452,1052,148.9,online,3,IN,18,2008,0,0
453,1059,60.28,gas,7,IN,16,2094,0,0
454,1107,144.82,electronics,8,IN,6,342,0,0
455,1004,135.13,grocery,22,IN,9,412,0,0
456,1102,1121.83,travel,4,US,13,423,1,1
457,1195,455.45,electronics,23,IN,8,54,0,0
458,1005,124.49,travel,19,IN,16,2263,1,0
459,1108,195.07,gas,17,IN,13,71,0,0
460,1115,275.56,online,10,IN,13,2477,0,0
461,1093,7.1,electronics,14,IN,17,877,0,0
462,1046,450.61,electronics,21,UK,5,1501,1,0
463,1098,393.4,gas,8,IN,17,2877,0,0
464,1054,122.29,grocery,16,IN,9,28,0,0
465,1167,99.24,online,11,IN,2,374,0,0
466,1051,63.75,electronics,6,US,18,2485,0,0
467,1143,129.51,online,9,IN,9,1150,0,0
468,1012,9.08,electronics,9,US,6,589,1,0
469,1113,382.37,online,12,US,11,555,1,0
470,1123,7.21,travel,18,UK,6,1739,0,0
471,1105,79.81,electronics,10,IN,6,2382,1,0
472,1157,536.45,online,12,IN,13,64,0,0
473,1146,265.77,grocery,20,UK,11,787,0,0
474,1144,66.09,travel,7,RU,14,51,0,0
475,1119,58.24,travel,7,UK,2,1330,0,0
476,1062,1.02,grocery,3,IN,8,240,1,0
477,1018,237.96,online,14,IN,3,462,0,0
478,1091,10.0,gas,10,IN,3,2451,0,0
479,1057,152.12,grocery,10,US,1,1555,0,0
480,1182,654.68,online,0,IN,19,1391,0,0
481,1089,23.19,grocery,16,IN,18,1477,0,0
482,1116,449.77,grocery,14,UK,17,1161,1,0
483,1061,952.96,electronics,19,IN,13,2748,1,1
484,1022,12.7,online,5,UK,3,2449,0,0
485,1126,428.96,gas,23,IN,1,1226,0,0
486,1136,145.17,electronics,21,IN,4,2661,0,0
487,1139,473.99,grocery,14,IN,13,890,0,0
488,1128,169.41,grocery,8,US,17,94,0,0
489,1057,217.01,grocery,13,IN,11,1063,0,0
490,1121,156.96,online,17,IN,2,58,0,0
491,1000,399.75,online,16,RU,16,1178,0,1
492,1033,264.78,electronics,17,IN,2,78,0,0
493,1095,147.32,gas,4,IN,19,2754,0,0
494,1125,405.23,electronics,19,IN,19,2536,0,0
495,1117,56.28,travel,19,IN,16,2877,0,0
496,1047,34.24,grocery,8,US,19,1711,1,0
497,1088,34.97,grocery,10,IN,9,1608,0,0
498,1116,81.3,grocery,23,IN,1,2204,1,0
499,1128,54.54,electronics,21,IN,10,1879,0,0
500,1015,532.11,electronics,0,US,19,1025,0,0
501,1188,22.37,grocery,17,IN,1,2666,0,0
502,1191,240.12,electronics,5,IN,2,455,1,0
503,1190,41.95,online,1,IN,16,2278,0,0
504,1068,426.8,online,14,IN,12,1411,0,0
505,1021,650.46,electronics,20,IN,8,2152,0,0
506,1092,125.27,grocery,13,IN,18,271,0,0
507,1194,422.51,electronics,4,UK,2,1858,0,0
508,1075,1.03,electronics,5,IN,13,906,1,0
509,1153,342.9,electronics,5,NG,6,1104,0,0
510,1143,51.92,travel,21,RU,6,2276,0,0
511,1178,478.72,online,17,IN,9,1566,0,0
512,1085,0.22,gas,13,IN,16,101,0,0
513,1184,162.47,gas,9,IN,11,136,0,0
514,1028,282.64,travel,13,US,7,89,0,0
515,1068,59.87,electronics,12,IN,10,1857,0,0
516,1046,42.92,travel,2,IN,10,992,0,0
517,1093,17.57,travel,5,IN,18,925,0,0
518,1189,79.03,grocery,7,UK,9,2543,1,0
519,1196,164.13,online,11,US,15,703,0,0
520,1143,24.62,gas,12,IN,4,34,0,0
521,1175,94.54,electronics,10,US,8,165,0,0
522,1084,1.82,gas,11,IN,9,2689,0,0
523,1038,341.5,gas,0,IN,13,1822,0,0
524,1099,27.5,online,16,UK,9,1563,0,0
525,1032,66.63,gas,15,IN,4,1976,0,0
526,1100,3.72,gas,10,IN,17,1743,1,0
527,1022,113.21,travel,12,IN,16,1090,0,0
528,1009,366.67,online,17,UK,15,1638,0,0
529,1068,99.57,grocery,10,US,3,28,0,0
530,1099,39.57,electronics,11,US,5,1417,0,0
531,1033,280.24,gas,5,US,5,1226,0,0
532,1179,311.0,electronics,8,IN,15,2294,1,0
533,1137,38.17,grocery,15,IN,18,1420,0,0
534,1146,294.68,electronics,3,IN,15,286,0,0
535,1185,588.62,grocery,2,IN,2,754,0,0
536,1095,36.39,travel,15,IN,13,561,0,0
537,1000,294.79,gas,23,NG,4,1186,0,0
538,1068,246.59,grocery,11,IN,10,648,0,0
539,1003,128.33,electronics,10,IN,13,246,0,0
540,1015,11.93,gas,4,IN,10,1007,0,0
541,1023,15.53,travel,17,IN,9,2112,0,0
542,1079,382.67,gas,18,NG,8,2013,1,1
